region_id	region_name	region_ent_type	total_value	bricks	cement_block	granite_cube_stones	cabook	pressed_soil_bricks	warichchi_mud	cadjan_palmyrah	planks_metal_sheets_asbestos	zink_aluminium_sheets	other	not_relevant
LK-3325195	Wattehengoda	gnd	359	355	0	0	0	1	3	0	0	0	0	0
LK-4118090	Puttur North	gnd	359	4	345	1	0	0	1	0	8	0	0	0
LK-4121150	Nelliaddy East	gnd	359	18	340	0	0	0	1	0	0	0	0	0
LK-5227060	Karaitheevu 08	gnd	359	287	70	0	0	0	0	1	1	0	0	0
LK-6103145	Aliyawetunuwewa	gnd	359	349	7	0	0	0	3	0	0	0	0	0
LK-6169005	Karangamuwa	gnd	359	338	20	0	0	0	1	0	0	0	0	0
LK-6178160	Welpalla	gnd	359	274	73	0	0	6	5	0	1	0	0	0
LK-6212080	Rambakanayagama	gnd	359	337	16	0	0	1	4	0	0	1	0	0
LK-6227020	Nagavila	gnd	359	313	31	0	0	4	2	2	7	0	0	0
LK-6245185	Nainamadama West	gnd	359	325	32	0	0	0	0	0	2	0	0	0
LK-6248140	Haldanduwana South	gnd	359	300	58	1	0	0	0	0	0	0	0	0
LK-7130005	Ukkulankulama	gnd	359	286	69	0	0	2	1	0	0	1	0	0
LK-7166065	Aluth Galkiriyagama	gnd	359	318	35	0	0	3	3	0	0	0	0	0
LK-8112005	Mahakele	gnd	359	314	37	2	0	5	1	0	0	0	0	0
LK-8124010	Wegama	gnd	359	148	77	1	0	128	3	0	2	0	0	0
LK-8212145	Nugagahakivula	gnd	359	228	87	0	0	15	28	0	0	1	0	0
LK-1212490	Millawala	gnd	358	38	275	3	0	10	24	0	7	0	1	0
LK-1227660	Mattagoda	gnd	358	9	336	0	2	5	6	0	0	0	0	0
LK-2145015	Wathuliyedda	gnd	358	8	312	30	0	3	4	0	1	0	0	0
LK-3121170	Pahala Millawa	gnd	358	160	165	0	5	11	10	0	7	0	0	0
LK-3206110	Nishshankapura	gnd	358	59	278	11	3	0	4	0	2	1	0	0
LK-3218020	Maramba North	gnd	358	21	322	2	2	3	6	0	2	0	0	0
LK-4121160	Alvai South	gnd	358	3	350	1	0	0	1	0	0	2	1	0
LK-4127150	Puloly North West	gnd	358	0	336	0	0	0	1	4	16	1	0	0
LK-4130275	Karambaikkurichchi	gnd	358	2	325	0	0	0	1	1	29	0	0	0
LK-5130075	Arasaditivu	gnd	358	340	11	0	0	0	2	0	3	2	0	0
LK-5234005	Irakkamam 07	gnd	358	203	122	0	0	1	2	1	29	0	0	0
LK-5242055	Hindakalugama	gnd	358	345	5	0	0	2	5	0	1	0	0	0
LK-5318010	Palampoddaru	gnd	358	64	282	2	0	0	3	0	6	1	0	0
LK-6103025	Solepura	gnd	358	338	16	0	0	1	2	0	1	0	0	0
LK-6124250	Gallewa	gnd	358	328	18	0	0	5	7	0	0	0	0	0
LK-6124295	Thalagalla	gnd	358	354	0	0	0	0	4	0	0	0	0	0
LK-6130090	Thihawa	gnd	358	331	16	0	0	1	9	0	1	0	0	0
LK-6175055	Divurumpola	gnd	358	352	4	0	0	0	0	1	1	0	0	0
LK-6230145	Bangadeniya	gnd	358	291	51	0	1	1	0	2	12	0	0	0
LK-7115030	Maha Ehetuwewa	gnd	358	233	95	0	0	8	20	1	1	0	0	0
LK-7203180	Girithale	gnd	358	329	16	0	0	7	6	0	0	0	0	0
LK-8118165	Maussagolla West	gnd	358	121	97	15	0	125	0	0	0	0	0	0
LK-8209155	Kendavinna	gnd	358	229	90	0	1	17	21	0	0	0	0	0
LK-8209170	Amunekandura	gnd	358	315	28	1	0	7	5	0	2	0	0	0
LK-8218010	Karandagama	gnd	358	283	53	0	0	4	18	0	0	0	0	0
LK-9115155	Gurubevila	gnd	358	56	251	30	0	6	13	0	2	0	0	0
LK-9133125	Dolekanda	gnd	358	9	307	12	0	1	26	0	3	0	0	0
LK-9145095	Ranwala	gnd	358	203	95	7	0	6	46	0	1	0	0	0
LK-9203260	Pinnawala	gnd	358	352	3	2	0	1	0	0	0	0	0	0
LK-9206140	Mawana	gnd	358	249	107	0	0	1	1	0	0	0	0	0
LK-1206305	Raddolugama North	gnd	357	162	195	0	0	0	0	0	0	0	0	0
LK-1209475	Balagalla West	gnd	357	137	205	0	0	7	5	0	3	0	0	0
LK-1215185	Pansilgoda	gnd	357	102	197	0	0	2	56	0	0	0	0	0
LK-1230155	Kendagolla	gnd	357	4	310	2	4	19	14	0	4	0	0	0
LK-1309290	Halthotiyawatta	gnd	357	36	280	1	36	1	3	0	0	0	0	0
LK-1324195	Pannila	gnd	357	18	316	2	9	3	0	0	9	0	0	0
LK-2133120	Kurundugolla	gnd	357	132	225	0	0	0	0	0	0	0	0	0
LK-2206110	Pallegama	gnd	357	327	19	0	0	3	8	0	0	0	0	0
LK-3128070	Wanduramba South	gnd	357	187	149	8	7	3	1	0	2	0	0	0
LK-3133145	Lewdoowa	gnd	357	57	259	0	0	13	27	0	1	0	0	0
LK-3136015	Hikkaduwa Central	gnd	357	83	227	3	1	21	15	0	7	0	0	0
LK-3245045	Beddegammedda	gnd	357	146	178	0	2	28	3	0	0	0	0	0
LK-3306135	Ranasiripura	gnd	357	297	54	0	0	2	3	0	1	0	0	0
LK-3315060	Punchihenayagama	gnd	357	308	46	0	0	1	2	0	0	0	0	0
LK-4506040	Periyakulam	gnd	357	4	342	0	0	3	3	4	1	0	0	0
LK-5227080	Karaitheevu 11	gnd	357	239	111	2	0	0	1	2	1	1	0	0
LK-6130040	Omaragolla	gnd	357	301	43	0	0	1	10	0	2	0	0	0
LK-6145105	Nallura	gnd	357	341	13	0	0	0	2	0	1	0	0	0
LK-6233150	Weerakelewatta	gnd	357	116	208	0	0	4	4	2	21	1	0	1
LK-7124075	Kivulekada	gnd	357	291	64	0	0	1	0	0	1	0	0	0
LK-7151145	Wanamal Uyana	gnd	357	301	46	0	0	1	6	0	2	1	0	0
LK-7215040	Monarathenna	gnd	357	347	5	1	0	2	2	0	0	0	0	0
LK-8127055	Gampaha	gnd	357	90	74	70	2	117	0	1	1	2	0	0
LK-8133010	Konthahela	gnd	357	8	205	1	12	128	0	0	2	1	0	0
LK-8212215	Ethimale Colony	gnd	357	312	41	0	0	3	1	0	0	0	0	0
LK-9103060	Kalatuwawa West	gnd	357	12	290	10	24	5	12	0	3	0	1	0
LK-9103150	Viyalagoda	gnd	357	12	336	1	4	3	1	0	0	0	0	0
LK-9215130	Imbulgala	gnd	357	318	37	1	0	0	1	0	0	0	0	0
LK-9227085	Dunukedeniya	gnd	357	33	297	13	1	5	0	0	8	0	0	0
LK-1209010	Ambalayaya	gnd	356	224	131	0	0	0	0	0	1	0	0	0
LK-1212205	Walawwatta	gnd	356	211	143	1	0	0	0	0	1	0	0	0
LK-1215045	Watinapaha	gnd	356	179	172	0	1	2	0	0	1	1	0	0
LK-1318055	Raddegoda	gnd	356	9	280	2	56	1	4	0	4	0	0	0
LK-1330265	Walagedara South	gnd	356	28	279	3	37	7	2	0	0	0	0	0
LK-2112160	Millanga	gnd	356	314	41	0	1	0	0	0	0	0	0	0
LK-2133090	Arambegama	gnd	356	110	235	0	1	5	3	0	2	0	0	0
LK-2203265	Elamalpotha	gnd	356	326	21	0	0	4	3	0	2	0	0	0
LK-2218215	Hulangamuwa South	gnd	356	336	17	0	0	2	1	0	0	0	0	0
LK-2233330	Kaduwela	gnd	356	252	73	8	0	12	7	0	4	0	0	0
LK-2312210	Goredihela	gnd	356	61	252	7	10	6	6	0	14	0	0	0
LK-3106090	Galvehera	gnd	356	36	282	1	1	28	7	0	1	0	0	0
LK-3142105	Labudoowa	gnd	356	49	293	0	1	13	0	0	0	0	0	0
LK-3151095	Pelawatta	gnd	356	90	253	0	7	2	3	0	1	0	0	0
LK-3239015	Moodugamuwa West	gnd	356	169	153	0	14	16	2	0	2	0	0	0
LK-3303020	Ranmuduwewa	gnd	356	298	50	2	1	2	2	0	1	0	0	0
LK-4121075	Karanavai Centre	gnd	356	3	345	0	4	0	1	0	3	0	0	0
LK-4215085	Palaikuli	gnd	356	1	341	0	0	0	0	1	10	3	0	0
LK-4409010	Iranaippalai	gnd	356	3	351	0	0	1	0	0	1	0	0	0
LK-4415105	Kumarapuram	gnd	356	7	342	1	0	0	0	3	3	0	0	0
LK-4506050	Puliyampokkanai	gnd	356	1	352	0	0	0	1	1	1	0	0	0
LK-5136200	Periyakallar 03 South	gnd	356	264	83	0	0	0	0	1	8	0	0	0
LK-5218150	Block 'J' West 01	gnd	356	340	13	0	0	1	0	0	1	1	0	0
LK-5221135	Kalmunai  02	gnd	356	330	24	0	0	0	0	0	1	1	0	0
LK-5315120	Peruntheru	gnd	356	22	326	0	0	0	0	0	8	0	0	0
LK-6124190	Kekunawa	gnd	356	339	10	0	0	2	3	1	1	0	0	0
LK-6127355	Ihala Thelambiyawa	gnd	356	314	26	0	0	3	12	0	0	0	1	0
LK-6130005	Welgala	gnd	356	334	18	0	0	1	2	0	1	0	0	0
LK-6172215	Dandagamuwa West	gnd	356	261	93	0	0	0	0	0	2	0	0	0
LK-6181055	Dambagirigama East	gnd	356	301	41	0	0	0	10	0	4	0	0	0
LK-6212090	Inginimitiya West	gnd	356	338	12	0	0	1	2	1	0	2	0	0
LK-6230125	Diganwewa	gnd	356	324	23	0	0	1	2	1	4	0	0	1
LK-6236150	Karukkuwa	gnd	356	151	181	2	0	0	0	5	17	0	0	0
LK-6239230	Maravila South	gnd	356	298	52	1	0	0	0	0	5	0	0	0
LK-7130095	Kasamaduwa	gnd	356	339	3	0	0	9	5	0	0	0	0	0
LK-7154095	Railway Town	gnd	356	263	89	0	0	2	2	0	0	0	0	0
LK-8106160	Pahalaoyagama	gnd	356	338	17	0	0	0	1	0	0	0	0	0
LK-8139045	Jayaminipura	gnd	356	84	253	4	0	13	0	0	2	0	0	0
LK-8212095	Pallegama	gnd	356	213	80	0	0	6	55	0	1	0	1	0
LK-9212105	Nilmalgoda	gnd	356	172	161	9	0	8	5	0	1	0	0	0
LK-1209510	Henpitagedara	gnd	355	193	144	0	0	9	4	0	5	0	0	0
LK-1227415	Alawala North	gnd	355	57	271	2	2	12	9	0	2	0	0	0
LK-1230060	Pahala Millathe	gnd	355	40	298	0	2	3	9	0	2	0	1	0
LK-1230090	Kannimahara	gnd	355	93	231	25	3	2	0	0	1	0	0	0
LK-1230235	Mawatha	gnd	355	5	304	0	22	12	12	0	0	0	0	0
LK-1230485	Indolamulla	gnd	355	25	328	0	2	0	0	0	0	0	0	0
LK-1321260	Thotupala	gnd	355	141	195	0	17	0	0	0	2	0	0	0
LK-2106320	Kahawatta South	gnd	355	311	43	0	0	0	0	0	1	0	0	0
LK-2142080	Naranvita	gnd	355	45	272	9	2	26	0	0	1	0	0	0
LK-2206025	Thalkote	gnd	355	261	92	0	0	1	0	0	1	0	0	0
LK-3128025	Ihala Lelwala	gnd	355	231	114	2	4	2	1	0	1	0	0	0
LK-3145085	Ihalagoda West	gnd	355	97	247	2	3	3	3	0	0	0	0	0
LK-3209165	Panakaduwa West	gnd	355	279	31	4	16	3	22	0	0	0	0	0
LK-4121115	Thunnalai South	gnd	355	14	315	0	0	0	0	9	14	3	0	0
LK-4409060	Theravil	gnd	355	22	316	0	0	0	2	7	6	2	0	0
LK-5242050	Pahalalanda	gnd	355	349	1	1	0	3	1	0	0	0	0	0
LK-6139065	Thelahera	gnd	355	344	5	0	0	2	2	0	2	0	0	0
LK-6236200	Suduwella	gnd	355	168	168	0	0	2	0	4	12	1	0	0
LK-6245040	Lunuvila West	gnd	355	296	53	0	0	2	0	0	4	0	0	0
LK-7106100	Aiyathigewewa	gnd	355	335	15	1	0	3	1	0	0	0	0	0
LK-7154060	Heenukkiriyawa	gnd	355	272	75	1	0	3	2	0	1	1	0	0
LK-8124175	Springvalley Estate	gnd	355	154	70	13	0	114	3	0	1	0	0	0
LK-9203315	Dunukewala	gnd	355	317	24	0	0	2	7	0	5	0	0	0
LK-9230145	Bomaluwa	gnd	355	23	319	0	11	0	2	0	0	0	0	0
LK-1215060	Ihala Vithanamulla	gnd	354	96	248	0	0	8	1	0	1	0	0	0
LK-1312055	Bulathsinhala North	gnd	354	8	321	12	10	1	1	0	1	0	0	0
LK-2109150	Dunuvila South	gnd	354	206	112	2	1	16	17	0	0	0	0	0
LK-2124225	Madapola	gnd	354	207	139	6	0	2	0	0	0	0	0	0
LK-3139240	Dewathura	gnd	354	28	290	0	33	1	0	0	2	0	0	0
LK-3215060	Vilpita West	gnd	354	43	282	0	0	27	1	0	1	0	0	0
LK-3215090	Walagepiyadda	gnd	354	210	111	0	16	3	9	0	5	0	0	0
LK-3218090	Ellewela	gnd	354	164	183	0	1	0	2	0	4	0	0	0
LK-3221135	Moonamalpe	gnd	354	85	235	0	29	0	3	0	2	0	0	0
LK-3242180	Weradoowa	gnd	354	99	250	0	0	3	1	0	1	0	0	0
LK-4121080	Karaveddy West	gnd	354	7	325	0	0	12	4	1	3	2	0	0
LK-4133195	Kokuvil South West	gnd	354	1	352	0	0	1	0	0	0	0	0	0
LK-5127055	Vedarkudiyiruppu	gnd	354	292	43	0	0	0	0	2	8	9	0	0
LK-5218130	Malwatte 02	gnd	354	327	22	0	0	0	0	0	5	0	0	0
LK-5239100	Sinna Panankadu	gnd	354	77	267	0	0	0	0	1	4	5	0	0
LK-6142015	Pahala Thalampola	gnd	354	317	21	0	0	4	6	0	5	0	1	0
LK-6142100	Wanduressa	gnd	354	290	44	1	1	4	1	1	11	1	0	0
LK-6166035	Weerambugedara	gnd	354	294	45	0	0	1	10	0	4	0	0	0
LK-7127200	Manankattiya	gnd	354	267	79	2	0	1	3	0	2	0	0	0
LK-8118020	Dambakote	gnd	354	176	123	0	0	54	1	0	0	0	0	0
LK-8212155	Indigasella	gnd	354	254	71	0	0	12	13	0	1	0	3	0
LK-8233020	Weliara	gnd	354	235	104	0	0	6	8	0	0	1	0	0
LK-9209165	Keerapana	gnd	354	290	55	6	0	1	2	0	0	0	0	0
LK-9224035	Ambuwakka	gnd	354	12	270	34	1	30	3	0	4	0	0	0
LK-1209455	Wattemulla	gnd	353	156	169	0	1	7	17	0	1	1	0	1
LK-1212450	Weragoda/ Kakkele	gnd	353	103	244	2	1	2	1	0	0	0	0	0
LK-1224250	Moragoda 1	gnd	353	93	227	0	2	11	20	0	0	0	0	0
LK-1227570	Wanduramulla	gnd	353	78	271	1	0	1	1	0	0	1	0	0
LK-1310100	Eduragala	gnd	353	6	344	1	2	0	0	0	0	0	0	0
LK-2130015	Pitakanda Gama	gnd	353	264	85	1	0	0	2	0	1	0	0	0
LK-2133280	Etamurungagoda	gnd	353	252	97	1	0	2	0	0	1	0	0	0
LK-2203130	Pattiwela	gnd	353	314	24	1	0	7	4	0	2	1	0	0
LK-3106220	Kurunduwatta	gnd	353	61	233	1	0	50	5	0	3	0	0	0
LK-3112185	Pituwala North	gnd	353	210	138	0	0	1	1	0	2	1	0	0
LK-3136040	Nalagasdeniya	gnd	353	163	171	0	2	11	2	0	4	0	0	0
LK-3218045	Weliketiya	gnd	353	15	302	1	27	1	3	0	4	0	0	0
LK-3312065	Siyambalagasvila North	gnd	353	313	36	0	0	4	0	0	0	0	0	0
LK-3315165	Palugaha Godella	gnd	353	311	24	0	0	14	4	0	0	0	0	0
LK-5236080	Akkaraipattu 10	gnd	353	335	18	0	0	0	0	0	0	0	0	0
LK-5245035	Thambiluvil 2 West	gnd	353	218	130	0	0	0	0	0	4	1	0	0
LK-6103060	Weerapokuna	gnd	353	325	24	0	0	3	1	0	0	0	0	0
LK-6106285	Kattakaduwa	gnd	353	329	22	0	0	1	1	0	0	0	0	0
LK-6148055	Ranorawa	gnd	353	336	13	1	0	1	1	0	0	1	0	0
LK-6233105	Munneshwarama	gnd	353	264	58	0	0	1	1	2	27	0	0	0
LK-7127100	Hurulunikawewa Track-04	gnd	353	301	49	0	0	2	1	0	0	0	0	0
LK-7166070	Daniyagama	gnd	353	315	32	0	0	1	4	0	1	0	0	0
LK-7215115	Nikawewa	gnd	353	343	8	0	0	2	0	0	0	0	0	0
LK-8124235	Niliathugoda	gnd	353	175	77	4	1	89	5	0	2	0	0	0
LK-8136070	Yahalewela	gnd	353	180	145	1	22	1	0	0	3	1	0	0
LK-8203130	Kavudella	gnd	353	335	13	0	4	1	0	0	0	0	0	0
LK-9118020	Bulathgama	gnd	353	120	226	2	0	1	4	0	0	0	0	0
LK-9130095	Paragala	gnd	353	2	269	22	3	6	29	0	21	0	1	0
LK-9215195	Lahupana	gnd	353	247	88	7	0	3	8	0	0	0	0	0
LK-9218220	Thalliyadda	gnd	353	113	214	4	0	8	13	0	1	0	0	0
LK-1136360	Regidel Watta	gnd	352	70	277	1	1	0	0	0	3	0	0	0
LK-1209420	Parana Halpe West	gnd	352	49	274	0	1	15	10	0	3	0	0	0
LK-1318150	Batagoda	gnd	352	1	325	9	15	1	1	0	0	0	0	0
LK-1321150	Panapitiya North	gnd	352	31	262	1	54	1	1	0	2	0	0	0
LK-1327030	Pelapitiyagoda North	gnd	352	26	287	4	29	1	5	0	0	0	0	0
LK-2112255	Abasingama	gnd	352	291	36	0	0	15	9	0	1	0	0	0
LK-2112260	Hamindagoda	gnd	352	255	92	0	0	2	3	0	0	0	0	0
LK-2151235	Weliganga	gnd	352	13	318	8	1	3	6	0	2	1	0	0
LK-2206105	Etawarahena	gnd	352	253	83	0	0	7	8	0	1	0	0	0
LK-2212220	Dimbulgamuwa	gnd	352	312	32	0	0	3	4	0	1	0	0	0
LK-3121065	Neluwa	gnd	352	26	316	2	5	1	0	0	2	0	0	0
LK-3137025	Katudampe	gnd	352	81	250	2	0	18	1	0	0	0	0	0
LK-3145120	Pinnadoowa Colony	gnd	352	265	74	0	10	1	1	0	1	0	0	0
LK-3209065	Moragala	gnd	352	223	99	5	7	7	11	0	0	0	0	0
LK-3221165	Borala	gnd	352	132	150	0	45	22	1	0	1	0	1	0
LK-3309130	Molakepoopathana	gnd	352	293	54	0	0	3	2	0	0	0	0	0
LK-4121155	Alvai	gnd	352	1	345	0	0	0	0	0	6	0	0	0
LK-4127100	Point Pedro South	gnd	352	1	336	11	4	0	0	0	0	0	0	0
LK-5118090	Thissaweerasingam Square	gnd	352	341	10	1	0	0	0	0	0	0	0	0
LK-5127060	Mavilankanthurai	gnd	352	254	37	1	1	0	0	17	9	33	0	0
LK-6103175	Sangappalaya	gnd	352	331	13	0	0	0	8	0	0	0	0	0
LK-6136245	Elavitigama	gnd	352	338	10	0	1	2	1	0	0	0	0	0
LK-6139140	Hirigolla	gnd	352	339	12	0	0	0	1	0	0	0	0	0
LK-6145300	Pahala Gomugomuwa	gnd	352	335	16	0	0	0	0	0	0	1	0	0
LK-6187375	Polgahawela North	gnd	352	328	21	0	0	1	1	0	0	0	0	1
LK-6218065	Pubudugama	gnd	352	261	71	0	0	0	0	13	5	2	0	0
LK-6230155	Karukkuliya	gnd	352	306	26	0	0	2	3	3	12	0	0	0
LK-7121050	Dachchihalmillawewa	gnd	352	337	14	0	0	0	1	0	0	0	0	0
LK-7139155	Jayagama	gnd	352	332	12	0	0	7	1	0	0	0	0	0
LK-7166095	Hinguruwelpitiya	gnd	352	245	86	0	0	3	18	0	0	0	0	0
LK-7209005	Weli Ela	gnd	352	306	37	1	3	1	2	0	2	0	0	0
LK-8112120	Galauda	gnd	352	234	42	1	1	69	5	0	0	0	0	0
LK-9112215	Mahawala	gnd	352	10	336	0	0	2	3	0	1	0	0	0
LK-9221105	Bopetta	gnd	352	19	303	24	2	1	2	0	1	0	0	0
LK-1212055	Maladeniya	gnd	351	157	157	2	2	1	26	0	5	0	1	0
LK-1227405	Welikadamulla	gnd	351	36	278	0	2	3	30	1	1	0	0	0
LK-1321200	Mahawaskaduwa North	gnd	351	123	206	1	16	1	1	0	3	0	0	0
LK-1333090	Pinnagoda	gnd	351	15	270	10	6	46	3	0	1	0	0	0
LK-2109040	Arambepola	gnd	351	242	101	1	0	2	3	0	2	0	0	0
LK-2127340	Arangala South	gnd	351	110	230	4	0	6	1	0	0	0	0	0
LK-3103180	Kolaniya	gnd	351	68	174	0	10	98	1	0	0	0	0	0
LK-3154125	Lanumodara	gnd	351	26	314	0	6	0	5	0	0	0	0	0
LK-3230145	Udupeellegoda West	gnd	351	226	86	0	7	8	24	0	0	0	0	0
LK-3309040	Anjaligala	gnd	351	321	28	0	0	0	2	0	0	0	0	0
LK-5327160	Iruthayapuram	gnd	351	193	146	0	1	0	4	1	5	1	0	0
LK-6233200	Pitipana South	gnd	351	316	24	0	0	2	0	0	8	0	1	0
LK-7124160	Puliyankadawala	gnd	351	324	16	0	0	2	8	0	1	0	0	0
LK-7136090	Kaluarachchiyagama	gnd	351	311	36	0	0	0	4	0	0	0	0	0
LK-7203225	Yaya 12 Pedesa	gnd	351	346	3	0	0	2	0	0	0	0	0	0
LK-7215095	Palugasdamana South	gnd	351	307	39	3	0	0	2	0	0	0	0	0
LK-8118130	Thennuge	gnd	351	63	164	65	1	52	5	0	0	1	0	0
LK-8218025	Thalawagama	gnd	351	296	36	0	0	1	17	0	1	0	0	0
LK-9112030	Mapalana	gnd	351	4	247	32	0	3	45	0	20	0	0	0
LK-9115170	Maddethalawa	gnd	351	43	265	11	8	17	7	0	0	0	0	0
LK-9133165	Ilumbakanda	gnd	351	14	251	14	3	1	65	0	3	0	0	0
LK-1115220	Brandigampala	gnd	350	28	303	1	17	0	0	0	0	0	1	0
LK-1206005	Muruthana	gnd	350	252	95	0	0	0	2	0	1	0	0	0
LK-1227030	Hiripitiya East	gnd	350	188	159	0	1	0	1	0	0	0	1	0
LK-1227700	Paranagama	gnd	350	102	238	0	0	3	6	0	1	0	0	0
LK-1230105	Kithulakanda	gnd	350	31	286	0	20	3	9	0	1	0	0	0
LK-1303250	Pattiya South	gnd	350	47	277	0	23	1	0	0	2	0	0	0
LK-1310040	Handapangoda East	gnd	350	20	267	3	57	0	0	0	3	0	0	0
LK-1318090	Yalagala	gnd	350	28	231	13	74	1	0	0	3	0	0	0
LK-2112055	Aluthgama	gnd	350	253	79	2	0	9	7	0	0	0	0	0
LK-2151085	Sinhapitiya South	gnd	350	125	217	6	0	0	0	0	1	1	0	0
LK-2303370	Pundaluoya North	gnd	350	4	308	18	0	9	6	0	5	0	0	0
LK-3106230	Randombe North	gnd	350	177	155	3	3	9	3	0	0	0	0	0
LK-3236140	Naimbala 2	gnd	350	288	45	0	12	1	2	0	1	0	0	1
LK-3239190	Mirissa South 2	gnd	350	227	101	10	7	0	0	0	5	0	0	0
LK-3242020	Parawahera East	gnd	350	234	104	1	1	4	4	0	2	0	0	0
LK-3309200	Nedigamvila	gnd	350	297	50	0	0	2	1	0	0	0	0	0
LK-4130165	Ramavil	gnd	350	8	340	2	0	0	0	0	0	0	0	0
LK-5206020	Serankada	gnd	350	283	21	0	0	5	37	0	4	0	0	0
LK-5248050	Kundumadu	gnd	350	65	269	0	0	0	1	0	15	0	0	0
LK-6145045	Wadumunna	gnd	350	326	15	0	0	1	3	0	5	0	0	0
LK-6154050	Ginikarawa	gnd	350	281	61	0	1	2	3	0	2	0	0	0
LK-6163290	Haliyamulla	gnd	350	329	17	0	0	3	1	0	0	0	0	0
LK-7121120	Bethkewa - Thulana	gnd	350	318	28	0	0	1	3	0	0	0	0	0
LK-7154105	Maldenipura	gnd	350	310	34	0	0	0	6	0	0	0	0	0
LK-7160080	Ganthiriyagama	gnd	350	328	19	0	0	1	2	0	0	0	0	0
LK-7163080	Galnewagama	gnd	350	331	13	0	1	0	5	0	0	0	0	0
LK-8106195	Pinnagolla	gnd	350	297	45	0	0	3	5	0	0	0	0	0
LK-8124005	Kokatiyamaluwa	gnd	350	118	109	0	0	114	7	0	2	0	0	0
LK-8130205	Udupeella	gnd	350	38	207	4	16	85	0	0	0	0	0	0
LK-9212190	Wadupola	gnd	350	87	216	23	0	12	12	0	0	0	0	0
LK-9221125	Indurana	gnd	350	15	226	12	23	33	39	0	2	0	0	0
LK-1212100	Kurunduwatta	gnd	349	97	219	1	0	17	11	0	4	0	0	0
LK-1212210	Thilinagama	gnd	349	76	266	0	0	4	1	0	2	0	0	0
LK-1212730	Mawathahena	gnd	349	11	334	0	0	3	1	0	0	0	0	0
LK-1215175	Minuwangoda West	gnd	349	164	171	2	0	8	3	0	1	0	0	0
LK-1215445	Yagodamulla	gnd	349	161	180	0	2	4	0	0	2	0	0	0
LK-2212145	Koholanwala	gnd	349	283	48	13	0	5	0	0	0	0	0	0
LK-3115035	Boraluwahena	gnd	349	182	158	2	0	1	5	0	1	0	0	0
LK-3154155	Koggala Athireka I	gnd	349	138	208	0	0	0	1	0	1	0	0	1
LK-3203065	Rambukana West	gnd	349	134	129	12	14	45	8	1	6	0	0	0
LK-3206100	Nawalahena	gnd	349	31	295	0	9	2	7	0	5	0	0	0
LK-3212145	Batadola	gnd	349	251	70	6	4	4	14	0	0	0	0	0
LK-3215120	Balakawala	gnd	349	227	115	1	3	0	1	0	2	0	0	0
LK-3306060	Mahanagapura	gnd	349	252	94	0	0	0	3	0	0	0	0	0
LK-3321245	Agrahera	gnd	349	274	71	0	0	2	2	0	0	0	0	0
LK-4112095	Thanthai Selvapuram	gnd	349	6	343	0	0	0	0	0	0	0	0	0
LK-5109060	Meeravodai Tamil	gnd	349	131	186	0	0	0	0	13	19	0	0	0
LK-6121160	Halmillewa	gnd	349	347	0	0	0	0	1	0	1	0	0	0
LK-6124110	Atawarala	gnd	349	327	18	0	0	4	0	0	0	0	0	0
LK-6127370	Kalawana	gnd	349	328	8	1	0	3	7	0	2	0	0	0
LK-6139005	Hathalawa	gnd	349	344	0	0	1	1	1	2	0	0	0	0
LK-6151155	Kavdawatta	gnd	349	296	50	0	0	0	3	0	0	0	0	0
LK-6169045	Thoranegedara	gnd	349	334	10	2	0	1	2	0	0	0	0	0
LK-6203005	Duechbay	gnd	349	14	118	1	0	0	0	148	61	5	0	2
LK-6224165	Uppalawatta	gnd	349	323	18	0	0	2	3	0	2	1	0	0
LK-7112005	Dematamalgama	gnd	349	270	71	0	0	0	7	0	1	0	0	0
LK-7160135	Vijithapura	gnd	349	287	48	0	0	0	12	1	1	0	0	0
LK-7209105	Thalpotha	gnd	349	306	34	0	1	3	3	0	2	0	0	0
LK-9209050	Waharakgoda	gnd	349	310	31	0	0	1	5	0	2	0	0	0
LK-1303345	Wadduwa South	gnd	348	83	218	2	45	0	0	0	0	0	0	0
LK-1318165	Dombagoda	gnd	348	32	224	3	83	2	4	0	0	0	0	0
LK-2106085	Palliya Kotuwa	gnd	348	235	98	11	1	1	1	0	1	0	0	0
LK-2130290	Lewla	gnd	348	72	257	6	0	11	1	0	0	0	1	0
LK-2151035	Rathmalkaduwa	gnd	348	12	292	37	0	6	1	0	0	0	0	0
LK-2203060	Pahala Wewa	gnd	348	280	52	0	0	5	10	0	1	0	0	0
LK-2218075	Imbulandanda	gnd	348	252	86	0	2	4	3	0	0	1	0	0
LK-2227065	Lediyangala	gnd	348	307	27	0	0	2	12	0	0	0	0	0
LK-3115095	Porawagama	gnd	348	83	249	7	1	4	4	0	0	0	0	0
LK-3137125	Hegoda	gnd	348	100	231	5	1	10	1	0	0	0	0	0
LK-3142125	Galketiya	gnd	348	30	307	3	3	4	0	0	1	0	0	0
LK-3209185	Ehelakanda	gnd	348	169	129	9	36	0	5	0	0	0	0	0
LK-3239110	Pelena West	gnd	348	313	24	0	5	0	0	0	6	0	0	0
LK-5212230	Dadayanthalawa West	gnd	348	335	6	3	0	2	2	0	0	0	0	0
LK-5225075	Sainthamaruthu 14	gnd	348	342	6	0	0	0	0	0	0	0	0	0
LK-6121150	Kirindigalla	gnd	348	333	7	0	0	0	5	0	3	0	0	0
LK-6124155	Kattambuwawa	gnd	348	333	5	0	0	0	7	0	2	0	1	0
